frame,player_id,hip_height_px,pad_level_px,base_width_px
0,0,487.694580078125,-93.00823974609375,88.50416564941406
0,1,352.33038330078125,-81.38613891601562,82.28409576416016
0,2,594.059326171875,-85.81192016601562,79.19205474853516
0,3,340.530029296875,-80.40948486328125,79.79998779296875
0,4,175.33709716796875,-87.74847412109375,29.61188316345215
0,5,488.8905334472656,-81.32568359375,80.14102935791016
0,6,471.2437744140625,-77.65591430664062,52.85683822631836
0,7,464.122802734375,-82.57501220703125,77.38630676269531
0,8,347.9017333984375,-79.17843627929688,17.105745315551758
0,9,746.9630126953125,-82.29046630859375,41.2848014831543
0,10,159.06553649902344,-84.17161560058594,33.86572265625
0,11,345.35040283203125,-68.44430541992188,56.80628204345703
0,12,23.329967498779297,-23.329967498779297,22.783052444458008
0,13,490.96527099609375,-82.90463256835938,55.74971008300781
0,14,524.6160888671875,-107.7222900390625,17.549175262451172
15,0,476.84063720703125,-80.23196411132812,132.28982543945312
15,1,179.564453125,-86.99009704589844,34.010337829589844
15,2,475.4366149902344,-80.7298583984375,113.05575561523438
15,3,603.552490234375,-87.3150634765625,94.92044067382812
15,4,489.20452880859375,-84.07733154296875,75.93974304199219
15,5,354.8524169921875,-80.88058471679688,19.611051559448242
15,6,367.3033752441406,-73.31808471679688,92.72747802734375
15,7,499.1081848144531,-88.19744873046875,68.9966812133789
15,8,163.4444122314453,-82.11083984375,44.85554885864258
15,9,487.5091552734375,-88.03839111328125,68.96967315673828
15,10,736.1549072265625,-75.47943115234375,63.546939849853516
15,11,22.131940841674805,-22.131940841674805,83.42115783691406
15,12,531.0145263671875,-73.69851684570312,64.33926391601562
30,0,505.75726318359375,-75.2012939453125,95.99955749511719
30,1,513.1722412109375,-67.067626953125,119.2838134765625
30,2,625.2623291015625,-84.76165771484375,124.59317016601562
30,3,374.97686767578125,-81.15512084960938,32.83781433105469
30,4,197.68325805664062,-80.42123413085938,47.45518112182617
30,5,203.3211669921875,-85.40769958496094,34.06078338623047
30,6,539.7536010742188,-81.80197143554688,96.09156799316406
30,7,516.3065185546875,-87.98355102539062,55.38600158691406
30,8,748.9009399414062,-72.4544677734375,64.74420928955078
30,9,426.81134033203125,-58.91790771484375,68.39897155761719
30,10,54.4796142578125,-54.4796142578125,55.326332092285156
30,11,377.66546630859375,-56.2176513671875,28.075183868408203
45,0,545.8414306640625,-69.25808715820312,133.03155517578125
45,1,619.5982055664062,-88.07061767578125,115.67115020751953
45,2,378.51251220703125,-81.7830810546875,39.14617919921875
45,3,539.819091796875,-66.228759765625,119.43264770507812
45,4,207.18072509765625,-78.61689758300781,44.449615478515625
45,5,551.021484375,-82.06338500976562,67.0351791381836
45,6,479.3914794921875,-61.370574951171875,62.48204803466797
45,7,585.4581298828125,-84.84307861328125,120.76982116699219
45,8,218.82443237304688,-80.30459594726562,45.74956130981445
45,9,57.57817840576172,-57.57817840576172,59.33795166015625
45,10,448.11029052734375,-67.63690185546875,41.730567932128906
45,11,511.4216613769531,-59.432769775390625,94.20938110351562
60,0,396.30419921875,-80.89739990234375,92.7973403930664
60,1,560.471923828125,-66.9384765625,160.46737670898438
60,2,634.709716796875,-84.20001220703125,124.33282470703125
60,3,222.68585205078125,-80.04083251953125,52.822566986083984
60,4,242.36187744140625,-79.94064331054688,82.1902847290039
60,5,597.63037109375,-81.738525390625,113.07872772216797
60,6,551.8012084960938,-57.48675537109375,129.30606079101562
60,7,75.20513916015625,-67.94828033447266,58.87177658081055
60,8,789.883056640625,-81.2711181640625,69.24517059326172
60,9,604.4849853515625,-77.39141845703125,74.37692260742188
60,10,489.97479248046875,-26.72161865234375,88.21338653564453
75,0,631.4774780273438,-82.0865478515625,148.12225341796875
75,1,575.64697265625,-64.70187377929688,143.2671661376953
75,2,642.2301635742188,-85.453857421875,27.553613662719727
75,3,550.1343994140625,-60.726165771484375,145.08042907714844
75,4,229.14315795898438,-83.15061950683594,92.3534927368164
75,5,416.225341796875,-68.52206420898438,33.51131057739258
75,6,252.39199829101562,-59.226470947265625,115.9437484741211
75,7,618.7208862304688,-86.158203125,121.74103546142578
75,8,77.95863342285156,-73.11134243011475,40.8239860534668
75,9,480.0487060546875,-18.296142578125,77.94181823730469
75,10,74.1168212890625,-63.348960876464844,37.20577621459961
90,0,564.9879150390625,-63.025665283203125,119.40837097167969
90,1,685.000732421875,-84.8973388671875,59.52329635620117
90,2,588.560791015625,-69.88067626953125,130.36546325683594
90,3,650.8287353515625,-63.57208251953125,145.67120361328125
90,4,225.9041748046875,-68.0281982421875,105.93709564208984
90,5,260.76885986328125,-66.6766357421875,126.93267822265625
90,6,65.28034973144531,-56.95264434814453,13.33299446105957
90,7,604.3292236328125,-81.943603515625,123.1700210571289
90,8,785.7593994140625,-78.64288330078125,97.36650848388672
90,9,786.5604248046875,-91.53729248046875,97.24774169921875
90,10,283.29315185546875,-40.94606018066406,136.92430114746094
105,0,654.8832397460938,-74.1190185546875,146.55316162109375
105,1,588.1500244140625,-79.16836547851562,141.86451721191406
105,2,600.0303955078125,-82.77032470703125,120.70584106445312
105,3,714.638916015625,-87.820556640625,50.6849479675293
105,4,788.09521484375,-85.59375,96.93665313720703
105,5,260.90087890625,-59.66957092285156,125.19557189941406
105,6,248.51559448242188,-50.34869384765625,118.10992431640625
105,7,61.076255798339844,-61.076255798339844,35.33833694458008
105,8,603.2100830078125,-78.76751708984375,115.5248031616211
105,9,255.2255859375,-36.13206481933594,79.3729019165039
105,10,500.28472900390625,-54.641357421875,94.72653198242188
120,0,649.588623046875,-70.5152587890625,125.59101104736328
120,1,590.01708984375,-75.19061279296875,158.15545654296875
120,2,728.1842041015625,-87.88800048828125,54.94784164428711
120,3,603.2938232421875,-83.2274169921875,117.57347869873047
120,4,809.0760498046875,-79.1575927734375,103.07196044921875
120,5,602.0824584960938,-74.29974365234375,92.69595336914062
120,6,250.31329345703125,-51.012908935546875,119.3984146118164
120,7,70.92984008789062,-60.0677375793457,22.354639053344727
120,8,260.27105712890625,-40.64653015136719,128.19064331054688
120,9,466.50933837890625,-25.77874755859375,92.64432525634766
120,10,279.46392822265625,-38.083343505859375,134.77833557128906
135,0,654.348876953125,-74.3616943359375,158.2840576171875
135,1,591.5679931640625,-75.515869140625,156.64443969726562
135,2,732.5819091796875,-90.1678466796875,71.46015930175781
135,3,603.1494140625,-79.39984130859375,122.2423324584961
135,4,824.766357421875,-75.1480712890625,114.03489685058594
135,5,602.160400390625,-73.89166259765625,90.70507049560547
135,6,453.53375244140625,-17.457733154296875,105.65103912353516
135,7,249.34193420410156,-50.48271179199219,117.2642822265625
135,8,489.08935546875,-17.132080078125,98.6891098022461
135,9,252.741943359375,-47.15257263183594,111.20878601074219
135,10,531.40966796875,-64.85052490234375,160.7652130126953
150,0,653.2103271484375,-68.98858642578125,152.8319854736328
150,1,728.9393310546875,-90.62213134765625,75.8071060180664
150,2,593.8408203125,-77.11614990234375,154.27569580078125
150,3,605.6873168945312,-80.26690673828125,123.11956787109375
150,4,826.064208984375,-74.18280029296875,117.7918930053711
150,5,601.5506591796875,-73.896484375,85.14778900146484
150,6,471.2830505371094,-16.3558349609375,87.9260482788086
150,7,252.364013671875,-46.63233947753906,125.94662475585938
150,8,251.77700805664062,-45.967315673828125,124.9721908569336
150,9,278.33807373046875,-38.436248779296875,113.196044921875
165,0,654.3642578125,-74.5889892578125,155.4682159423828
165,1,592.0316162109375,-75.87060546875,155.59706115722656
165,2,604.4573974609375,-80.9576416015625,126.5230484008789
165,3,730.4476318359375,-90.91015625,70.0061264038086
165,4,473.12469482421875,-17.6806640625,92.85669708251953
165,5,819.1820068359375,-75.5101318359375,106.63072967529297
165,6,246.10028076171875,-58.908111572265625,122.42388153076172
165,7,598.1876831054688,-75.232177734375,79.60816955566406
165,8,67.87593078613281,-59.31336975097656,47.865360260009766
165,9,246.15719604492188,-57.23936462402344,129.90814208984375
180,0,651.0399169921875,-68.84857177734375,146.9492645263672
180,1,727.490966796875,-87.15069580078125,72.56396484375
180,2,590.17919921875,-75.685546875,155.3340606689453
180,3,604.892578125,-81.988037109375,119.51583862304688
180,4,597.0543823242188,-74.677490234375,80.21710205078125
180,5,818.8684692382812,-74.00146484375,124.38282775878906
180,6,456.95556640625,-5.994140625,89.13084411621094
180,7,63.55426025390625,-55.485374450683594,33.941734313964844
180,8,63.197044372558594,-55.931419372558594,51.417545318603516
180,9,500.9820556640625,-55.2164306640625,95.24791717529297
195,0,649.9241333007812,-66.86065673828125,149.84364318847656
195,1,588.4915161132812,-74.39031982421875,151.47467041015625
195,2,731.3284912109375,-88.901611328125,74.08583068847656
195,3,604.16064453125,-82.03887939453125,114.1509780883789
195,4,467.92559814453125,-13.4439697265625,97.46714782714844
195,5,600.8980102539062,-77.6021728515625,80.2271957397461
195,6,256.02423095703125,-50.88645935058594,111.22823333740234
195,7,822.6373291015625,-79.85052490234375,110.37266540527344
195,8,60.769630432128906,-55.65232467651367,55.66086196899414
195,9,498.2566223144531,-31.960296630859375,85.43804931640625
210,0,653.853759765625,-70.248291015625,149.83551025390625
210,1,584.0472412109375,-72.0889892578125,134.21836853027344
210,2,730.8978271484375,-87.72564697265625,74.54387664794922
210,3,604.635986328125,-83.23040771484375,124.13553619384766
210,4,597.5455932617188,-75.44500732421875,83.83250427246094
210,5,816.6346435546875,-79.0557861328125,118.09825134277344
210,6,465.2027282714844,-3.081512451171875,96.6331787109375
210,7,252.84182739257812,-49.91551208496094,105.64739227294922
210,8,62.72224044799805,-56.75625228881836,50.21951675415039
210,9,562.4085693359375,-78.19610595703125,76.17760467529297
225,0,662.2763671875,-82.0084228515625,158.3480224609375
225,1,584.9800415039062,-74.8516845703125,141.57769775390625
225,2,735.8956298828125,-100.53118896484375,74.25177001953125
225,3,566.1929931640625,-72.42874145507812,132.1803436279297
225,4,560.01318359375,-61.8197021484375,96.21713256835938
225,5,820.51611328125,-72.6629638671875,108.68965911865234
225,6,250.334716796875,-48.01493835449219,106.99492645263672
225,7,64.66441345214844,-56.90715026855469,57.20726776123047
225,8,542.6018676757812,-84.42520141601562,53.689327239990234
225,9,743.1402587890625,-50.47027587890625,8.789416313171387
240,0,550.21923828125,-80.9605712890625,17.644989013671875
240,1,740.674560546875,-72.79351806640625,86.2369384765625
240,2,633.0851440429688,-78.54547119140625,15.683798789978027
240,3,538.0572509765625,-84.12667846679688,105.89559936523438
240,4,520.4722290039062,-75.67892456054688,140.51687622070312
240,5,499.6416015625,-83.11123657226562,90.09893035888672
240,6,73.35098266601562,-69.62803649902344,51.912147521972656
240,7,275.67852783203125,-54.804168701171875,107.9472885131836
240,8,497.7710876464844,-84.6195068359375,91.31723022460938
240,9,647.6137084960938,-68.66973876953125,36.61310577392578
255,0,566.081298828125,-84.34158325195312,88.7254867553711
255,1,489.09820556640625,-81.94818115234375,82.65376281738281
255,2,711.0723876953125,-89.89349365234375,138.63575744628906
255,3,456.2644958496094,-67.60498046875,8.763312339782715
255,4,497.21258544921875,-94.5107421875,44.89824295043945
255,5,67.15776062011719,-67.15776062011719,54.42737579345703
255,6,488.751220703125,-81.03265380859375,44.51376724243164
255,7,0.0,0.0,303.1899108886719
255,8,482.52960205078125,-74.0206298828125,19.477718353271484
270,0,557.069091796875,-69.15234375,7.087836265563965
270,1,309.4365234375,-61.74375915527344,139.12646484375
270,2,470.3717041015625,-79.72561645507812,90.41184997558594
270,3,575.6632080078125,-74.88665771484375,15.347488403320312
270,4,601.875244140625,-70.64874267578125,5.542177677154541
270,5,74.14016723632812,-65.85448455810547,96.76307678222656
270,6,246.312255859375,-71.14811706542969,11.833634376525879
270,7,561.9766845703125,-70.21829223632812,21.602550506591797
270,8,573.0230712890625,-67.29196166992188,17.112850189208984
285,0,95.55960845947266,-68.81949234008789,8.547905921936035
285,1,467.18414306640625,-76.591796875,61.040771484375
285,2,540.5611572265625,-85.128662109375,111.77025604248047
285,3,505.20648193359375,-68.7791748046875,40.06901931762695
285,4,555.5473022460938,-62.163482666015625,58.80615234375
285,5,471.4796142578125,-59.021240234375,65.91468811035156
285,6,320.15838623046875,-59.454071044921875,108.59609985351562
285,7,619.0631103515625,-44.754638671875,1.6877624988555908
300,0,190.2200927734375,-72.56060791015625,112.40921783447266
300,1,612.5458984375,-88.72314453125,138.9849090576172
