frame,player_id,hip_height_px,pad_level_px,base_width_px
300,2,492.7405700683594,-51.38616943359375,104.60784912109375
300,3,588.904296875,-83.83065795898438,11.828608512878418
300,4,683.5338134765625,-66.85565185546875,9.010049819946289
300,5,645.4693603515625,-76.3427734375,56.361507415771484
300,6,665.0059814453125,-29.90924072265625,54.93700408935547
300,7,471.72930908203125,-75.40951538085938,6.464361667633057
315,0,596.0941162109375,-89.41424560546875,27.07076644897461
315,1,703.5679931640625,-90.63836669921875,77.96873474121094
315,2,641.3494873046875,-89.15814208984375,25.060501098632812
315,3,547.8345947265625,-93.62106323242188,45.68205642700195
315,4,227.3385467529297,-75.80555725097656,3.9565916061401367
315,5,650.5633544921875,-68.02154541015625,90.27539825439453
315,6,571.3492431640625,-65.64324951171875,14.941490173339844
315,7,566.8001098632812,-63.44390869140625,14.59357738494873
330,0,354.9776306152344,-82.077880859375,76.23896026611328
330,1,722.9373779296875,-77.6441650390625,99.855224609375
330,2,842.4830322265625,-79.6484375,5.853870391845703
330,3,725.67626953125,-77.24652099609375,91.74091339111328
330,4,548.8751220703125,-57.23260498046875,54.854496002197266
330,5,561.2283325195312,-64.66836547851562,23.1546573638916
330,6,466.6208190917969,-70.68911743164062,16.040008544921875
345,0,440.95623779296875,-70.53250122070312,104.98761749267578
345,1,899.4228515625,-89.91717529296875,13.090277671813965
345,2,848.6687622070312,-88.265625,14.014822959899902
345,3,750.887939453125,-70.27825927734375,31.472810745239258
345,4,447.49798583984375,-74.44998168945312,77.49948120117188
345,5,548.374755859375,-78.74517822265625,16.68645477294922
345,6,557.910888671875,-68.76651000976562,14.205512046813965
360,0,448.8387756347656,-73.4708251953125,110.05342864990234
360,1,806.0301513671875,-79.344970703125,49.4272346496582
360,2,456.37835693359375,-70.1895751953125,26.00025749206543
360,3,670.601806640625,-75.53924560546875,44.37738037109375
360,4,642.9276733398438,-87.08673095703125,62.53630447387695
360,5,768.7068481445312,-83.37359619140625,11.71176815032959
375,0,628.046142578125,-92.67169189453125,9.055267333984375
375,1,694.3989868164062,-88.45013427734375,8.150540351867676
375,2,770.180419921875,-82.6640625,15.605550765991211
375,3,467.61395263671875,-71.46185302734375,22.11990737915039
375,4,901.4884033203125,-81.60491943359375,19.2048397064209
